CIRCUITS REPORT
=============================================================================================================================================== 
  CIRC    FROM    TO      Pik (MW)  Qik (MVAr)   Sik (MVA)   Pki (MW)  Qki (MVAr)    Ski (MVA)  Cap (MVA)    Loading    Ploss (MW)  Qloss (MVAr)
  246   4740    109      -45.00        0.00      -45.00       45.00       0.00        45.00   183.0000       0.2459        0.000        0.000
  247    481    110       73.04        0.00       73.04      -73.04       0.00       -73.04   1479.0000       0.0494        0.000        0.000
  248   5405    110       61.55        0.00       61.55      -61.55       0.00       -61.55   351.0000       0.1754        0.000        0.000
  249   5509    110        8.39        0.00        8.39       -8.39       0.00        -8.39   311.0000       0.0270        0.000        0.000
  250    719    111       17.24        0.00       17.24      -17.24       0.00       -17.24   170.0000       0.1014        0.000        0.000
  251   4442    111       21.46        0.00       21.46      -21.46       0.00       -21.46    74.0000       0.2900        0.000        0.000
  252   1168    112      -57.90        0.00      -57.90       57.90       0.00        57.90   1009.0000       0.0574        0.000        0.000
  253   1656    112      -24.10        0.00      -24.10       24.10       0.00        24.10   962.0000       0.0251        0.000        0.000
  254   2296    112      -12.65        0.00      -12.65       12.65       0.00        12.65   189.0000       0.0669        0.000        0.000
  255   5314    112       -0.10        0.00       -0.10        0.10       0.00         0.10   530.0000       0.0002        0.000        0.000
  256   1169    112       -3.10        0.00       -3.10        3.10       0.00         3.10   1071.0000       0.0029        0.000        0.000
  257   1655    112      -19.10        0.00      -19.10       19.10       0.00        19.10   1007.0000       0.0190        0.000        0.000
  258   2296    112      -12.65        0.00      -12.65       12.65       0.00        12.65   189.0000       0.0670        0.000        0.000
  259   1654    112      -21.10        0.00      -21.10       21.10       0.00        21.10   980.0000       0.0215        0.000        0.000
  260   1033    113      -32.84        0.00      -32.84       32.84       0.00        32.84   452.0000       0.0727        0.000        0.000
  261   1076    113       60.42        0.00       60.42      -60.42       0.00       -60.42   448.0000       0.1349        0.000        0.000
  262   5264    113     -128.50        0.00     -128.50      128.50       0.00       128.50   348.0000       0.3693        0.000        0.000
  263   1033    113      -32.46        0.00      -32.46       32.46       0.00        32.46   356.0000       0.0912        0.000        0.000
  264   1076    113       59.99        0.00       59.99      -59.99       0.00       -59.99   540.0000       0.1111        0.000        0.000
  265   5263    113     -105.60        0.00     -105.60      105.60       0.00       105.60   405.0000       0.2607        0.000        0.000
  266   1076    113       59.83        0.00       59.83      -59.83       0.00       -59.83   540.0000       0.1108        0.000        0.000
  267   3521    114        9.16        0.00        9.16       -9.16       0.00        -9.16   248.0000       0.0369        0.000        0.000
  268   3994    114        4.24        0.00        4.24       -4.24       0.00        -4.24   356.0000       0.0119        0.000        0.000
  269   1244    117       25.41        0.00       25.41      -25.41       0.00       -25.41   108.0000       0.2352        0.000        0.000
  270   1247    117        8.18        0.00        8.18       -8.18       0.00        -8.18    76.0000       0.1077        0.000        0.000
  271   5409    117      -12.90        0.00      -12.90       12.90       0.00        12.90   195.0000       0.0662        0.000        0.000
  272   5531    117       -5.79        0.00       -5.79        5.79       0.00         5.79   671.0000       0.0086        0.000        0.000
  273   4964    118        2.00        0.00        2.00       -2.00       0.00        -2.00   4034.0000       0.0005        0.000        0.000
  274   1001    119       18.30        0.00       18.30      -18.30       0.00       -18.30   421.0000       0.0435        0.000        0.000
  275   4557    119      -32.60        0.00      -32.60       32.60       0.00        32.60   183.0000       0.1781        0.000        0.000
  276   1001    119       18.30        0.00       18.30      -18.30       0.00       -18.30   421.0000       0.0435        0.000        0.000
  277   2703    120       22.00        0.00       22.00      -22.00       0.00       -22.00   710.0000       0.0310        0.000        0.000
  278   5234    121       12.78        0.00       12.78      -12.78       0.00       -12.78   360.0000       0.0355        0.000        0.000
  279   5461    121        8.02        0.00        8.02       -8.02       0.00        -8.02   154.0000       0.0521        0.000        0.000
  280   5106    122        0.00        0.00        0.00        0.00       0.00         0.00   1677.0000       0.0000        0.000        0.000
  281   5106    123       12.00        0.00       12.00      -12.00       0.00       -12.00   1677.0000       0.0072        0.000        0.000
  282   5107    124        8.00        0.00        8.00       -8.00       0.00        -8.00   982.0000       0.0081        0.000        0.000
  283   1264    125      -10.12        0.00      -10.12       10.12       0.00        10.12   124.0000       0.0816        0.000        0.000
  284   1263    125       -4.78        0.00       -4.78        4.78       0.00         4.78   108.0000       0.0443        0.000        0.000
  285   4309    126       -6.56        0.00       -6.56        6.56       0.00         6.56   111.0000       0.0591        0.000        0.000
  286   5738    126        6.76        0.00        6.76       -6.76       0.00        -6.76   309.0000       0.0219        0.000        0.000
  287    179    127       14.70        0.00       14.70      -14.70       0.00       -14.70   13220.0000       0.0011        0.000        0.000
  288   2746    129      -53.81        0.00      -53.81       53.81       0.00        53.81   354.0000       0.1520        0.000        0.000
  289   4259    129        0.00        0.00        0.00        0.00       0.00         0.00   610.0000       0.0000        0.000        0.000
  290   5296    129       51.84        0.00       51.84      -51.84       0.00       -51.84   1311.0000       0.0395        0.000        0.000
  291   5742    128      -36.37        0.00      -36.37       36.37       0.00        36.37   901.0000       0.0404        0.000        0.000
  292   2746    128      -15.62        0.00      -15.62       15.62       0.00        15.62   313.0000       0.0499        0.000        0.000
  293   5295    128       16.81        0.00       16.81      -16.81       0.00       -16.81   1419.0000       0.0118        0.000        0.000
  294   2989    130     -337.38        0.00     -337.38      337.38       0.00       337.38   467.0000       0.7224        0.000        0.000
  295   3413    130       -6.20        0.00       -6.20        6.20       0.00         6.20   413.0000       0.0150        0.000        0.000
  296   4575    130     -113.50        0.00     -113.50      113.50       0.00       113.50   541.0000       0.2098        0.000        0.000
  297   4576    130      131.32        0.00      131.32     -131.32       0.00      -131.32   541.0000       0.2427        0.000        0.000
  298   4576    130      132.25        0.00      132.25     -132.25       0.00      -132.25   541.0000       0.2444        0.000        0.000
  299    788    131      -28.70        0.00      -28.70       28.70       0.00        28.70   29203.0000       0.0010        0.000        0.000
  300   1148    131     -374.20        0.00     -374.20      374.20       0.00       374.20   464.0000       0.8065        0.000        0.000
  301   4042    131      262.32        0.00      262.32     -262.32       0.00      -262.32   385.0000       0.6814        0.000        0.000
  302   4102    131      259.88        0.00      259.88     -259.88       0.00      -259.88   385.0000       0.6750        0.000        0.000
  303   2195    132       24.71        0.00       24.71      -24.71       0.00       -24.71   1276.0000       0.0194        0.000        0.000
  304   2734    132      -15.31        0.00      -15.31       15.31       0.00        15.31   397.0000       0.0386        0.000        0.000
  305   1709    133        2.70        0.00        2.70       -2.70       0.00        -2.70   2646.0000       0.0010        0.000        0.000
  306   1190    135       56.40        0.00       56.40      -56.40       0.00       -56.40   452.0000       0.1248        0.000        0.000
  307   1716    134      101.10        0.00      101.10     -101.10       0.00      -101.10   452.0000       0.2237        0.000        0.000
  308   3390    135      -56.40        0.00      -56.40       56.40       0.00        56.40   452.0000       0.1248        0.000        0.000
  309   1885    136       17.48        0.00       17.48      -17.48       0.00       -17.48   185.0000       0.0945        0.000        0.000
  310   4815    136        6.42        0.00        6.42       -6.42       0.00        -6.42   192.0000       0.0334        0.000        0.000
  311    626    137      -10.00        0.00      -10.00       10.00       0.00        10.00   251.0000       0.0398        0.000        0.000
  312   3048    137      -11.68        0.00      -11.68       11.68       0.00        11.68   187.0000       0.0625        0.000        0.000
  313   4527    138       28.59        0.00       28.59      -28.59       0.00       -28.59   270.0000       0.1059        0.000        0.000
  314   5185    138      -16.21        0.00      -16.21       16.21       0.00        16.21   1408.0000       0.0115        0.000        0.000
  315   3557    139      -43.10        0.00      -43.10       43.10       0.00        43.10   136.0000       0.3169        0.000        0.000
