BUSES REPORT
============================================================================================================================= 
   BUS    V (pu)     θ (º)     P (MW)     Q (MVAr)      PG (MW)    QG (MVAr)    PD (MW)   QD (MVAr)     Psh (MW)   Qsh (MVAr) 
 3700    1.0000    -62.41      -58.60        0.00        0.00        0.00       58.60        0.00        0.00        0.00
 3701    1.0000    -28.59       -0.10        0.00        0.00        0.00        0.10        0.00        0.00        0.00
 3702    1.0000    -32.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3703    1.0000    -25.49        0.70        0.00        0.00        0.00       -0.70        0.00        0.00        0.00
 3704    1.0000    -39.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3705    1.0000    -35.32        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3706    1.0000    -36.87       -6.00        0.00        0.00        0.00        6.00        0.00        0.00        0.00
 3707    1.0000    -26.03      -96.00        0.00        0.00        0.00       96.00        0.00        0.00        0.00
 3708    1.0000    -40.90       -4.60        0.00        0.00        0.00        4.60        0.00        0.00        0.00
 3709    1.0000    -29.10      -38.10        0.00        0.00        0.00       38.10        0.00        0.00        0.00
 3710    1.0000    -24.45      -85.90        0.00        0.00        0.00       85.90        0.00        0.00        0.00
 3711    1.0000    -26.72        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3712    1.0000    -25.21     -122.50        0.00        0.00        0.00      122.50        0.00        0.00        0.00
 3713    1.0000    -57.40       -6.00        0.00        0.00        0.00        6.00        0.00        0.00        0.00
 3714    1.0000    -32.44      -51.70        0.00        0.00        0.00       51.70        0.00        0.00        0.00
 3715    1.0000    -35.21        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3716    1.0000    -25.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3717    1.0000    -25.95       44.00        0.00       44.00        0.00        0.00        0.00        0.00        0.00
 3718    1.0000    -20.78      -19.90        0.00        0.00        0.00       19.90        0.00        0.00        0.00
 3719    1.0000    -43.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3720    1.0000    -48.88      -50.60        0.00        0.00        0.00       50.60        0.00        0.00        0.00
 3721    1.0000    -30.29        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3722    1.0000    -52.46       -1.80        0.00        0.00        0.00        1.80        0.00        0.00        0.00
 3723    1.0000    -53.67       -1.00        0.00        0.00        0.00        1.00        0.00        0.00        0.00
 3724    1.0000    -51.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3725    1.0000    -51.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3726    1.0000    -51.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3727    1.0000    -23.53        1.00        0.00        0.00        0.00       -1.00        0.00        0.00        0.00
 3728    1.0000    -22.94        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3729    1.0000    -23.03        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3730    1.0000    -22.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3731    1.0000    -16.83      -14.00        0.00        0.00        0.00       14.00        0.00        0.00        0.00
 3732    1.0000    -40.51      -34.70        0.00        0.00        0.00       34.70        0.00        0.00        0.00
 3733    1.0000    -40.82      -18.30        0.00        0.00        0.00       18.30        0.00        0.00        0.00
 3734    1.0000    -38.99        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3735    1.0000    -36.65      -87.50        0.00        0.00        0.00       87.50        0.00        0.00        0.00
 3736    1.0000    -52.46        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3737    1.0000    -49.73        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3738    1.0000    -51.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3739    1.0000    -20.44       -6.00        0.00        0.00        0.00        6.00        0.00        0.00        0.00
 3740    1.0000    -39.79       -9.00        0.00        0.00        0.00        9.00        0.00        0.00        0.00
 3741    1.0000    -39.79        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3742    1.0000    -27.95      -51.30        0.00        0.00        0.00       51.30        0.00        0.00        0.00
 3743    1.0000    -23.69        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3744    1.0000    -28.40        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3745    1.0000    -32.76      -77.90        0.00        0.00        0.00       77.90        0.00        0.00        0.00
 3746    1.0000    -31.45        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3747    1.0000    -29.01       -0.60        0.00        0.00        0.00        0.60        0.00        0.00        0.00
 3748    1.0000    -28.91        5.00        0.00       11.20        0.00        6.20        0.00        0.00        0.00
 3749    1.0000    -28.59      -12.60        0.00        0.00        0.00       12.60        0.00        0.00        0.00
 3750    1.0000    -29.14       -0.50        0.00        0.00        0.00        0.50        0.00        0.00        0.00
 3751    1.0000    -23.69        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3752    1.0000    -22.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3753    1.0000    -43.84      -11.50        0.00        0.00        0.00       11.50        0.00        0.00        0.00
 3754    1.0000    -28.21        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3755    1.0000    -43.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3756    1.0000    -41.97      -34.00        0.00        0.00        0.00       34.00        0.00        0.00        0.00
 3757    1.0000    -48.44      -28.60        0.00        0.00        0.00       28.60        0.00        0.00        0.00
 3758    1.0000    -22.76      -11.50        0.00       30.00        0.00       41.50        0.00        0.00        0.00
 3759    1.0000    -22.20        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3760    1.0000    -64.95       -7.00        0.00        0.00        0.00        7.00        0.00        0.00        0.00
 3761    1.0000    -29.27        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3762    1.0000    -43.22       -8.70        0.00        0.00        0.00        8.70        0.00        0.00        0.00
 3763    1.0000    -19.80     -345.70        0.00        0.00        0.00      345.70        0.00        0.00        0.00
 3764    1.0000    -16.97        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3765    1.0000    -16.98      -15.40        0.00        0.00        0.00       15.40        0.00        0.00        0.00
 3766    1.0000    -50.03      -33.80        0.00        0.00        0.00       33.80        0.00        0.00        0.00
 3767    1.0000    -23.05      -15.40        0.00        0.00        0.00       15.40        0.00        0.00        0.00
 3768    1.0000    -32.97        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3769    1.0000    -32.75       -0.80        0.00        0.00        0.00        0.80        0.00        0.00        0.00
 3770    1.0000    -10.42       -0.40        0.00        0.00        0.00        0.40        0.00        0.00        0.00
