BUSES REPORT
============================================================================================================================= 
   BUS    V (pu)     θ (º)     P (MW)     Q (MVAr)      PG (MW)    QG (MVAr)    PD (MW)   QD (MVAr)     Psh (MW)   Qsh (MVAr) 
 3402    1.0000    -23.55      -10.50        0.00        0.00        0.00       10.50        0.00        0.00        0.00
 3403    1.0000    -39.94      -33.70        0.00        0.00        0.00       33.70        0.00        0.00        0.00
 3404    1.0000    -26.82        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3405    1.0000    -26.82       11.00        0.00       43.00        0.00       32.00        0.00        0.00        0.00
 3406    1.0000    -39.20      -30.30        0.00        0.00        0.00       30.30        0.00        0.00        0.00
 3407    1.0000    -25.00     -100.70        0.00        0.00        0.00      100.70        0.00        0.00        0.00
 3408    1.0000    -26.34       24.00        0.00       24.00        0.00        0.00        0.00        0.00        0.00
 3409    1.0000    -30.34      -33.60        0.00        0.00        0.00       33.60        0.00        0.00        0.00
 3410    1.0000    -22.77     -173.70        0.00        0.00        0.00      173.70        0.00        0.00        0.00
 3411    1.0000    -19.85      -15.50        0.00        0.00        0.00       15.50        0.00        0.00        0.00
 3412    1.0000    -36.53      -15.20        0.00        0.00        0.00       15.20        0.00        0.00        0.00
 3413    1.0000    -19.40       -6.20        0.00        0.00        0.00        6.20        0.00        0.00        0.00
 3414    1.0000    -29.91       -5.00        0.00        0.00        0.00        5.00        0.00        0.00        0.00
 3415    1.0000    -28.66      -23.70        0.00        0.00        0.00       23.70        0.00        0.00        0.00
 3416    1.0000    -28.82        4.80        0.00        0.00        0.00       -4.80        0.00        0.00        0.00
 3417    1.0000    -40.82       -5.20        0.00        0.00        0.00        5.20        0.00        0.00        0.00
 3418    1.0000    -30.80       12.10        0.00        7.50        0.00       -4.60        0.00        0.00        0.00
 3419    1.0000    -31.20      -27.70        0.00        0.00        0.00       27.70        0.00        0.00        0.00
 3420    1.0000    -35.08      -14.80        0.00        0.00        0.00       14.80        0.00        0.00        0.00
 3421    1.0000    -32.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3422    1.0000    -24.00      -29.80        0.00        0.00        0.00       29.80        0.00        0.00        0.00
 3423    1.0000    -30.50      -13.50        0.00       36.00        0.00       49.50        0.00        0.00        0.00
 3424    1.0000    -30.19      -43.00        0.00        0.00        0.00       43.00        0.00        0.00        0.00
 3425    1.0000    -26.20      -10.00        0.00        0.00        0.00       10.00        0.00        0.00        0.00
 3426    1.0000    -43.65        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3427    1.0000    -38.19        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3428    1.0000    -32.10       -0.80        0.00        0.00        0.00        0.80        0.00        0.00        0.00
 3429    1.0000    -55.73      -26.00        0.00        0.00        0.00       26.00        0.00        0.00        0.00
 3430    1.0000    -22.43        2.00        0.00        0.00        0.00       -2.00        0.00        0.00        0.00
 3431    1.0000    -27.59      -56.30        0.00        0.00        0.00       56.30        0.00        0.00        0.00
 3432    1.0000    -26.39        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3433    1.0000    -20.96        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3434    1.0000    -52.96      -11.90        0.00        0.00        0.00       11.90        0.00        0.00        0.00
 3435    1.0000    -58.05      -16.20        0.00        0.00        0.00       16.20        0.00        0.00        0.00
 3436    1.0000    -52.78      -25.90        0.00        0.00        0.00       25.90        0.00        0.00        0.00
 3437    1.0000    -34.69        4.60        0.00        0.00        0.00       -4.60        0.00        0.00        0.00
 3438    1.0000    -34.24      -64.60        0.00        0.00        0.00       64.60        0.00        0.00        0.00
 3439    1.0000    -57.55      -35.20        0.00        0.00        0.00       35.20        0.00        0.00        0.00
 3440    1.0000    -54.38      -34.40        0.00        0.00        0.00       34.40        0.00        0.00        0.00
 3441    1.0000    -24.82       -5.50        0.00        0.00        0.00        5.50        0.00        0.00        0.00
 3442    1.0000    -22.51        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3443    1.0000    -59.39       -9.20        0.00        0.00        0.00        9.20        0.00        0.00        0.00
 3444    1.0000    -55.19        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3445    1.0000    -63.06      -15.90        0.00        0.00        0.00       15.90        0.00        0.00        0.00
 3446    1.0000    -28.28       -0.60        0.00        0.00        0.00        0.60        0.00        0.00        0.00
 3447    1.0000    -57.19      -36.30        0.00        0.00        0.00       36.30        0.00        0.00        0.00
 3448    1.0000    -57.52      -12.10        0.00        0.00        0.00       12.10        0.00        0.00        0.00
 3449    1.0000    -43.37      -23.90        0.00        0.00        0.00       23.90        0.00        0.00        0.00
 3450    1.0000    -64.91       -9.00        0.00        0.00        0.00        9.00        0.00        0.00        0.00
 3451    1.0000    -60.76       -8.10        0.00        0.00        0.00        8.10        0.00        0.00        0.00
 3452    1.0000    -24.96        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3453    1.0000    -28.56      -29.60        0.00        0.00        0.00       29.60        0.00        0.00        0.00
 3454    1.0000    -44.66      -17.80        0.00        0.00        0.00       17.80        0.00        0.00        0.00
 3455    1.0000    -36.23      -28.40        0.00        0.00        0.00       28.40        0.00        0.00        0.00
 3456    1.0000    -29.90        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3457    1.0000    -46.13      -78.40        0.00        0.00        0.00       78.40        0.00        0.00        0.00
 3458    1.0000    -27.86      -31.80        0.00        0.00        0.00       31.80        0.00        0.00        0.00
 3459    1.0000    -31.21      -32.40        0.00        0.00        0.00       32.40        0.00        0.00        0.00
 3460    1.0000    -33.22      -21.60        0.00        0.00        0.00       21.60        0.00        0.00        0.00
 3461    1.0000    -28.08      -14.10        0.00       12.00        0.00       26.10        0.00        0.00        0.00
 3462    1.0000    -31.70        0.10        0.00        0.00        0.00       -0.10        0.00        0.00        0.00
 3463    1.0000    -29.77      -56.20        0.00        0.00        0.00       56.20        0.00        0.00        0.00
 3464    1.0000    -34.25      -18.80        0.00        0.00        0.00       18.80        0.00        0.00        0.00
 3465    1.0000    -25.00      -31.50        0.00        0.00        0.00       31.50        0.00        0.00        0.00
 3466    1.0000    -30.20      -50.40        0.00        0.00        0.00       50.40        0.00        0.00        0.00
 3467    1.0000    -43.30       -7.70        0.00        0.00        0.00        7.70        0.00        0.00        0.00
 3468    1.0000    -25.57        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3469    1.0000    -32.02      -25.40        0.00        0.00        0.00       25.40        0.00        0.00        0.00
 3470    1.0000    -23.32        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3471    1.0000    -23.32        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3472    1.0000    -42.21       -0.50        0.00        0.00        0.00        0.50        0.00        0.00        0.00
 3473    1.0000    -42.21       -1.50        0.00        0.00        0.00        1.50        0.00        0.00        0.00
 3474    1.0000    -42.21       -0.50        0.00        0.00        0.00        0.50        0.00        0.00        0.00
 3475    1.0000    -42.22       -6.50        0.00        0.00        0.00        6.50        0.00        0.00        0.00
 3476    1.0000    -33.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3477    1.0000    -32.70        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3478    1.0000    -33.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3479    1.0000    -33.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3480    1.0000    -40.92        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3481    1.0000    -40.92        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3482    1.0000    -42.21        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3483    1.0000    -42.11        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3484    1.0000    -42.66        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3485    1.0000    -38.86        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3486    1.0000    -54.56      -33.90        0.00        0.00        0.00       33.90        0.00        0.00        0.00
 3487    1.0000    -38.87      -60.90        0.00        0.00        0.00       60.90        0.00        0.00        0.00
 3488    1.0000    -51.70      -49.60        0.00        0.00        0.00       49.60        0.00        0.00        0.00
 3489    1.0000    -28.89        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3490    1.0000    -28.09        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3491    1.0000    -17.33       53.00        0.00       53.00        0.00        0.00        0.00        0.00        0.00
 3492    1.0000    -48.71      -11.90        0.00        0.00        0.00       11.90        0.00        0.00        0.00
 3493    1.0000    -25.26        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3494    1.0000    -31.17      -11.50        0.00        0.00        0.00       11.50        0.00        0.00        0.00
 3495    1.0000    -65.53      -12.50        0.00        0.00        0.00       12.50        0.00        0.00        0.00
 3496    1.0000    -36.80      -23.00        0.00        0.00        0.00       23.00        0.00        0.00        0.00
 3497    1.0000    -20.99      -24.30        0.00        0.00        0.00       24.30        0.00        0.00        0.00
 3498    1.0000    -44.13      -31.40        0.00        0.00        0.00       31.40        0.00        0.00        0.00
 3499    1.0000    -28.48        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3500    1.0000    -31.71      -17.60        0.00        0.00        0.00       17.60        0.00        0.00        0.00
 3501    1.0000    -34.21      -10.00        0.00        0.00        0.00       10.00        0.00        0.00        0.00
 3502    1.0000    -15.95        4.00        0.00        0.00        0.00       -4.00        0.00        0.00        0.00
 3503    1.0000     -9.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3504    1.0000    -14.39       35.00        0.00       35.00        0.00        0.00        0.00        0.00        0.00
 3505    1.0000    -25.78        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3506    1.0000    -25.78        6.30        0.00        0.00        0.00       -6.30        0.00        0.00        0.00
 3507    1.0000    -28.58        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3508    1.0000    -28.86       -8.20        0.00        0.00        0.00        8.20        0.00        0.00        0.00
 3509    1.0000    -24.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3510    1.0000    -56.30      -10.00        0.00        0.00        0.00       10.00        0.00        0.00        0.00
 3511    1.0000    -47.73      -29.10        0.00        0.00        0.00       29.10        0.00        0.00        0.00
 3512    1.0000    -34.83      -48.10        0.00        0.00        0.00       48.10        0.00        0.00        0.00
 3513    1.0000    -19.92       36.10        0.00       48.00        0.00       11.90        0.00        0.00        0.00
 3514    1.0000    -30.20        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3515    1.0000    -19.45        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3516    1.0000    -19.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3517    1.0000    -31.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3518    1.0000    -30.21        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3519    1.0000    -30.13       -9.20        0.00        0.00        0.00        9.20        0.00        0.00        0.00
 3520    1.0000    -28.00       -2.00        0.00        0.00        0.00        2.00        0.00        0.00        0.00
 3521    1.0000    -30.25        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3522    1.0000    -28.48        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3523    1.0000    -26.63        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3524    1.0000    -35.36      -12.90        0.00        0.00        0.00       12.90        0.00        0.00        0.00
 3525    1.0000    -20.63        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3526    1.0000    -35.00       -1.00        0.00        0.00        0.00        1.00        0.00        0.00        0.00
 3527    1.0000    -27.45      -16.50        0.00        0.00        0.00       16.50        0.00        0.00        0.00
 3528    1.0000    -38.87      -88.40        0.00        0.00        0.00       88.40        0.00        0.00        0.00
 3529    1.0000    -21.33        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3530    1.0000    -31.34      -40.10        0.00        0.00        0.00       40.10        0.00        0.00        0.00
 3531    1.0000    -19.22        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3532    1.0000    -37.92      -13.90        0.00        0.00        0.00       13.90        0.00        0.00        0.00
 3533    1.0000    -24.27        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3534    1.0000    -24.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3535    1.0000    -17.72        1.00        0.00        0.00        0.00       -1.00        0.00        0.00        0.00
 3536    1.0000    -17.73        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3537    1.0000    -21.67       -3.90        0.00        0.00        0.00        3.90        0.00        0.00        0.00
 3538    1.0000    -28.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3539    1.0000    -27.96        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3540    1.0000    -19.11        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3541    1.0000    -25.51      -24.30        0.00        0.00        0.00       24.30        0.00        0.00        0.00
 3542    1.0000    -30.42      -42.70        0.00        0.00        0.00       42.70        0.00        0.00        0.00
 3543    1.0000    -25.71        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3544    1.0000    -22.25       12.80        0.00       12.80        0.00        0.00        0.00        0.00        0.00
 3545    1.0000    -44.31      -54.20        0.00        0.00        0.00       54.20        0.00        0.00        0.00
 3546    1.0000    -42.65        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3547    1.0000    -25.77       -1.80        0.00        0.00        0.00        1.80        0.00        0.00        0.00
 3548    1.0000    -25.38       -7.00        0.00        0.00        0.00        7.00        0.00        0.00        0.00
 3549    1.0000    -10.69        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3550    1.0000    -12.06        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3551    1.0000    -64.56      -39.60        0.00        0.00        0.00       39.60        0.00        0.00        0.00
 3552    1.0000    -47.35        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3553    1.0000    -30.65      -22.50        0.00        0.00        0.00       22.50        0.00        0.00        0.00
 3554    1.0000    -38.38      -32.70        0.00        0.00        0.00       32.70        0.00        0.00        0.00
 3555    1.0000    -42.51        1.10        0.00        0.00        0.00       -1.10        0.00        0.00        0.00
 3556    1.0000    -39.46      -71.80        0.00        0.00        0.00       71.80        0.00        0.00        0.00
 3557    1.0000    -21.19      -43.10        0.00        0.00        0.00       43.10        0.00        0.00        0.00
 3558    1.0000    -27.04        7.00        0.00        0.00        0.00       -7.00        0.00        0.00        0.00
 3559    1.0000    -27.45      -17.80        0.00        0.00        0.00       17.80        0.00        0.00        0.00
 3560    1.0000    -26.53        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3561    1.0000    -47.55      -26.80        0.00        0.00        0.00       26.80        0.00        0.00        0.00
 3562    1.0000    -42.08        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3563    1.0000    -42.08        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3564    1.0000    -47.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3565    1.0000    -42.07      -92.00        0.00        0.00        0.00       92.00        0.00        0.00        0.00
 3566    1.0000    -13.81      -21.80        0.00        0.00        0.00       21.80        0.00        0.00        0.00
 3567    1.0000    -46.84      -36.60        0.00        0.00        0.00       36.60        0.00        0.00        0.00
 3568    1.0000    -25.73        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3569    1.0000    -31.68       -9.00        0.00        0.00        0.00        9.00        0.00        0.00        0.00
 3570    1.0000    -32.15       -0.10        0.00        0.00        0.00        0.10        0.00        0.00        0.00
 3571    1.0000    -31.03      -31.00        0.00        0.00        0.00       31.00        0.00        0.00        0.00
 3572    1.0000    -31.64      -53.40        0.00        0.00        0.00       53.40        0.00        0.00        0.00
 3573    1.0000    -29.77        1.80        0.00        0.00        0.00       -1.80        0.00        0.00        0.00
 3574    1.0000    -39.25      -68.60        0.00        0.00        0.00       68.60        0.00        0.00        0.00
 3575    1.0000    -29.11        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3576    1.0000    -66.47      -43.30        0.00        0.00        0.00       43.30        0.00        0.00        0.00
 3577    1.0000    -28.19      -58.00        0.00        0.00        0.00       58.00        0.00        0.00        0.00
 3578    1.0000    -21.77        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3579    1.0000    -20.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3580    1.0000    -20.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3581    1.0000    -20.47        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3582    1.0000    -33.41      -53.90        0.00        0.00        0.00       53.90        0.00        0.00        0.00
 3583    1.0000    -37.00       -4.20        0.00        0.00        0.00        4.20        0.00        0.00        0.00
 3584    1.0000    -40.19      -36.10        0.00        0.00        0.00       36.10        0.00        0.00        0.00
 3585    1.0000    -32.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3586    1.0000    -25.69        1.90        0.00        0.80        0.00       -1.10        0.00        0.00        0.00
 3587    1.0000    -22.93       20.80        0.00       20.80        0.00        0.00        0.00        0.00        0.00
 3588    1.0000    -25.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3589    1.0000    -25.78        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3590    1.0000    -33.49      -21.00        0.00        0.00        0.00       21.00        0.00        0.00        0.00
 3591    1.0000    -33.35      -23.00        0.00        0.00        0.00       23.00        0.00        0.00        0.00
 3592    1.0000    -31.04       -7.60        0.00        0.00        0.00        7.60        0.00        0.00        0.00
 3593    1.0000    -33.86       -0.50        0.00        0.00        0.00        0.50        0.00        0.00        0.00
 3594    1.0000    -22.43        1.70        0.00        0.00        0.00       -1.70        0.00        0.00        0.00
 3595    1.0000    -20.94        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3596    1.0000    -27.61      -29.70        0.00        0.00        0.00       29.70        0.00        0.00        0.00
 3597    1.0000    -23.71        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3598    1.0000    -30.77       -7.00        0.00        0.00        0.00        7.00        0.00        0.00        0.00
 3599    1.0000    -28.50      -27.40        0.00        0.00        0.00       27.40        0.00        0.00        0.00
 3600    1.0000    -29.19       23.00        0.00       23.00        0.00        0.00        0.00        0.00        0.00
 3601    1.0000    -27.75        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3602    1.0000    -63.29        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3603    1.0000    -58.19        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3604    1.0000    -19.29       10.00        0.00       10.00        0.00        0.00        0.00        0.00        0.00
 3605    1.0000    -14.81       22.90        0.00        0.00        0.00      -22.90        0.00        0.00        0.00
 3606    1.0000    -31.32      -20.40        0.00        0.00        0.00       20.40        0.00        0.00        0.00
 3607    1.0000    -18.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3608    1.0000    -26.85      -34.60        0.00        0.00        0.00       34.60        0.00        0.00        0.00
 3609    1.0000    -22.83        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3610    1.0000    -28.65      -26.50        0.00        0.00        0.00       26.50        0.00        0.00        0.00
 3611    1.0000    -24.03      -16.50        0.00        0.00        0.00       16.50        0.00        0.00        0.00
 3612    1.0000    -37.97        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3613    1.0000    -37.21        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3614    1.0000    -38.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3615    1.0000    -31.54        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3616    1.0000    -31.98        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3617    1.0000    -45.44       -1.50        0.00        0.00        0.00        1.50        0.00        0.00        0.00
 3618    1.0000    -45.87        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3619    1.0000    -39.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3620    1.0000    -37.83        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3621    1.0000    -31.11      -28.10        0.00        0.00        0.00       28.10        0.00        0.00        0.00
 3622    1.0000    -36.67       -7.00        0.00        0.00        0.00        7.00        0.00        0.00        0.00
 3623    1.0000    -53.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3624    1.0000    -45.56        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3625    1.0000    -24.43        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3626    1.0000    -34.23       -3.80        0.00        0.00        0.00        3.80        0.00        0.00        0.00
 3627    1.0000    -34.23       -1.80        0.00        0.00        0.00        1.80        0.00        0.00        0.00
 3628    1.0000    -39.13      -15.90        0.00        0.00        0.00       15.90        0.00        0.00        0.00
 3629    1.0000    -39.15      -16.90        0.00        0.00        0.00       16.90        0.00        0.00        0.00
 3630    1.0000    -34.23      -65.50        0.00        0.00        0.00       65.50        0.00        0.00        0.00
 3631    1.0000    -32.64      -30.00        0.00        0.00        0.00       30.00        0.00        0.00        0.00
 3632    1.0000    -39.74      -24.60        0.00        0.00        0.00       24.60        0.00        0.00        0.00
 3633    1.0000    -36.93        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3634    1.0000    -29.12      -68.10        0.00        0.00        0.00       68.10        0.00        0.00        0.00
 3635    1.0000    -22.21       -1.00        0.00        0.00        0.00        1.00        0.00        0.00        0.00
 3636    1.0000    -27.66        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3637    1.0000    -42.21      -25.10        0.00        0.00        0.00       25.10        0.00        0.00        0.00
 3638    1.0000    -26.91      -60.00        0.00        0.00        0.00       60.00        0.00        0.00        0.00
 3639    1.0000    -26.00      -18.50        0.00        0.00        0.00       18.50        0.00        0.00        0.00
 3640    1.0000    -34.44      -12.00        0.00        0.00        0.00       12.00        0.00        0.00        0.00
 3641    1.0000    -35.13      -29.20        0.00        0.00        0.00       29.20        0.00        0.00        0.00
 3642    1.0000    -30.75       -6.20        0.00        0.00        0.00        6.20        0.00        0.00        0.00
 3643    1.0000    -32.31      -17.60        0.00        0.00        0.00       17.60        0.00        0.00        0.00
 3644    1.0000    -34.18      -17.90        0.00        0.00        0.00       17.90        0.00        0.00        0.00
 3645    1.0000    -12.77      -27.50        0.00        0.00        0.00       27.50        0.00        0.00        0.00
 3646    1.0000    -28.86      -16.61        0.00       14.89        0.00       31.50        0.00        0.00        0.00
 3647    1.0000    -25.56      -43.40        0.00        0.00        0.00       43.40        0.00        0.00        0.00
 3648    1.0000    -23.43        0.40        0.00        0.00        0.00       -0.40        0.00        0.00        0.00
 3649    1.0000    -54.93      -10.00        0.00        0.00        0.00       10.00        0.00        0.00        0.00
 3650    1.0000    -19.22        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3651    1.0000    -17.04       14.00        0.00       14.00        0.00        0.00        0.00        0.00        0.00
 3652    1.0000    -22.31      -18.20        0.00        0.00        0.00       18.20        0.00        0.00        0.00
 3653    1.0000    -22.28      -86.90        0.00        0.00        0.00       86.90        0.00        0.00        0.00
 3654    1.0000    -19.07        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3655    1.0000    -17.31      -24.60        0.00        0.00        0.00       24.60        0.00        0.00        0.00
 3656    1.0000    -26.49      -12.00        0.00        0.00        0.00       12.00        0.00        0.00        0.00
 3657    1.0000    -23.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3658    1.0000    -27.61       -8.70        0.00        0.00        0.00        8.70        0.00        0.00        0.00
 3659    1.0000    -27.61      -15.30        0.00        0.00        0.00       15.30        0.00        0.00        0.00
 3660    1.0000    -26.88      -17.90        0.00        0.00        0.00       17.90        0.00        0.00        0.00
 3661    1.0000    -56.02       -6.00        0.00        0.00        0.00        6.00        0.00        0.00        0.00
 3662    1.0000    -12.22        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3663    1.0000    -10.05        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3664    1.0000    -57.49        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3665    1.0000    -53.16        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3666    1.0000    -55.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3667    1.0000    -29.37       -1.10        0.00        0.00        0.00        1.10        0.00        0.00        0.00
 3668    1.0000    -31.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3669    1.0000    -28.97      -15.80        0.00        0.00        0.00       15.80        0.00        0.00        0.00
 3670    1.0000    -26.57        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3671    1.0000    -24.43        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3672    1.0000    -36.38      -16.90        0.00        0.00        0.00       16.90        0.00        0.00        0.00
 3673    1.0000    -27.75      -28.60        0.00        0.00        0.00       28.60        0.00        0.00        0.00
 3674    1.0000    -33.22      -60.40        0.00        0.00        0.00       60.40        0.00        0.00        0.00
 3675    1.0000    -31.57      -10.30        0.00        0.00        0.00       10.30        0.00        0.00        0.00
 3676    1.0000    -12.41      -16.50        0.00        0.00        0.00       16.50        0.00        0.00        0.00
 3677    1.0000    -12.28       -2.50        0.00        0.00        0.00        2.50        0.00        0.00        0.00
 3678    1.0000    -29.73      -50.10        0.00        0.00        0.00       50.10        0.00        0.00        0.00
 3679    1.0000    -27.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3680    1.0000    -26.24      -21.90        0.00        0.00        0.00       21.90        0.00        0.00        0.00
 3681    1.0000    -24.45      -13.00        0.00        0.00        0.00       13.00        0.00        0.00        0.00
 3682    1.0000    -19.14      -11.90        0.00        0.00        0.00       11.90        0.00        0.00        0.00
 3683    1.0000    -24.99      -33.30        0.00        0.00        0.00       33.30        0.00        0.00        0.00
 3684    1.0000    -40.16      -24.00        0.00        0.00        0.00       24.00        0.00        0.00        0.00
 3685    1.0000    -28.92      -41.80        0.00        0.00        0.00       41.80        0.00        0.00        0.00
 3686    1.0000    -26.56        0.40        0.00        0.00        0.00       -0.40        0.00        0.00        0.00
 3687    1.0000    -24.93      -10.60        0.00        0.00        0.00       10.60        0.00        0.00        0.00
 3688    1.0000    -21.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3689    1.0000    -24.80      -27.50        0.00        0.00        0.00       27.50        0.00        0.00        0.00
 3690    1.0000    -28.03      -27.70        0.00        0.00        0.00       27.70        0.00        0.00        0.00
 3691    1.0000    -25.69       -3.70        0.00        0.00        0.00        3.70        0.00        0.00        0.00
 3692    1.0000    -26.31        9.50        0.00        9.50        0.00        0.00        0.00        0.00        0.00
 3693    1.0000    -33.39      -57.80        0.00        0.00        0.00       57.80        0.00        0.00        0.00
 3694    1.0000    -28.07      -29.60        0.00        0.00        0.00       29.60        0.00        0.00        0.00
 3695    1.0000    -57.09      -16.90        0.00        0.00        0.00       16.90        0.00        0.00        0.00
 3696    1.0000    -29.47        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 3697    1.0000    -20.59      -16.10        0.00        0.00        0.00       16.10        0.00        0.00        0.00
 3698    1.0000    -66.19      -17.80        0.00        0.00        0.00       17.80        0.00        0.00        0.00
 3699    1.0000    -60.54      -14.30        0.00        0.00        0.00       14.30        0.00        0.00        0.00
